spark	src	0 sec	0.011380478509421978		src	30 sec	0.00809866610205378		src	1 min	0.008363328392970569		src	5 min	0.053779377514291765		src	10 min	0.03043616345543087		src	>10 min	0.2616980732585221		test	0 sec	0.004658056320135507		test	30 sec	0.0067753546474698285		test	1 min	0.00915731526572094		test	5 min	0.06595384289646411		test	10 min	0.04118145246665255		test	>10 min	0.4268473427905992		others	0 sec	0.0035994071564683463		others	30 sec	0.0037052720728350625		others	1 min	0.0041816641964852845		others	5 min	0.030594960829980946		others	10 min	0.019320347236925682		others	>10 min	0.1497459242007199				
scala	src	0 sec	0.027948337920813044		src	30 sec	0.037582045310184206		src	1 min	0.014132966334956596		src	5 min	0.04070506034300233		src	10 min	0.024931187804361633		src	>10 min	0.3322570400169384		test	0 sec	0.019002752487825535		test	30 sec	0.035200084691933094		test	1 min	0.019002752487825535		test	5 min	0.06515985602371374		test	10 min	0.03842896464111793		test	>10 min	0.5110099513021384		others	0 sec	0.0022231632437010374		others	30 sec	0.02858352741901334		others	1 min	0.024401863222528054		others	5 min	0.04975651069235655		others	10 min	0.021437645564260005		others	>10 min	0.18891594325640482				
scalding	src	0 sec	0.0020643658691509633		src	30 sec	0.0019055684946008892		src	1 min	0.0017467711200508153		src	5 min	0.007463476603853483		src	10 min	0.005452043192885878		src	>10 min	0.05229726868515774		test	0 sec	0.0017467711200508153		test	30 sec	0.0019055684946008892		test	1 min	0.0017467711200508153		test	5 min	0.006669489731103113		test	10 min	0.00566377302561931		test	>10 min	0.08178064789328816		others	0 sec	0.0010057167054838027		others	30 sec	0.0036523396146517046		others	1 min	0.0012174465382172347		others	5 min	0.0046051238619521494		others	10 min	0.002858352741901334		others	>10 min	0.031177217869997883				
sbt	src	0 sec	0.02228456489519373		src	30 sec	0.007569341520220199		src	1 min	0.0038111369892017783		src	5 min	0.011115816218505187		src	10 min	0.0046051238619521494		src	>10 min	0.0576434469616769		test	0 sec	0.015826804996824054		test	30 sec	0.003070082574634766		test	1 min	0.0027524878255346177		test	5 min	0.007410544145670125		test	10 min	0.003281812407368198		test	>10 min	0.0638365445691298		others	0 sec	0.02096125344060978		others	30 sec	0.0050285835274190135		others	1 min	0.005187380901969087		others	5 min	0.012492060131272496		others	10 min	0.004499258945585433		others	>10 min	0.06103112428541181				
scala-js	src	0 sec	0.011009951302138471		src	30 sec	0.004446326487402075		src	1 min	0.0017467711200508153		src	5 min	0.007939868727503706		src	10 min	0.0033876773237349143		src	>10 min	0.05192674147787423		test	0 sec	0.006087232691086174		test	30 sec	0.002858352741901334		test	1 min	0.0015879737455007411		test	5 min	0.007145881854753335		test	10 min	0.005346178276519162		test	>10 min	0.0827334321405886		others	0 sec	0.0025407579928011857		others	30 sec	0.0009527842473004446		others	1 min	0.0005293245818335803		others	5 min	0.0017467711200508153		others	10 min	0.0012174465382172347		others	>10 min	0.03895828922295151				
scalaz	src	0 sec	0.0076752064365869154		src	30 sec	0.006881219563836544		src	1 min	0.0059284353165360995		src	5 min	0.02048486131695956		src	10 min	0.014768155833156892		src	>10 min	0.11735125979250477		test	0 sec	0.004075799280118569		test	30 sec	0.005134448443785729		test	1 min	0.002911285200084692		test	5 min	0.007939868727503706		test	10 min	0.005134448443785729		test	>10 min	0.07421130637306797		others	0 sec	0.0003175947491001482		others	30 sec	0.0015879737455007411		others	1 min	0.0017997035782341732		others	5 min	0.005822570400169384		others	10 min	0.0041816641964852845		others	>10 min	0.041604912132119413				
geotrellis	src	0 sec	0.01566800762227398		src	30 sec	0.002858352741901334		src	1 min	0.0012703789964005929		src	5 min	0.001535041287317383		src	10 min	0.0005822570400169384		src	>10 min	0.010427694262121532		test	0 sec	0.006087232691086174		test	30 sec	0.0012703789964005929		test	1 min	0.0004234596654668643		test	5 min	0.0013762439127673089		test	10 min	0.0010057167054838027		test	>10 min	0.01667372432775778		others	0 sec	0.0029642176582680498		others	30 sec	0.0005822570400169384		others	1 min	0.0006881219563836544		others	5 min	0.0011645140800338768		others	10 min	0.0005293245818335803		others	>10 min	0.006987084480203261				
marathon	src	0 sec	0.012068600465805632		src	30 sec	0.004658056320135507		src	1 min	0.0034935422401016305		src	5 min	0.009580774931187804		src	10 min	0.005346178276519162		src	>10 min	0.050179970357823414		test	0 sec	0.00566377302561931		test	30 sec	0.0024348930764344695		test	1 min	0.0017997035782341732		test	5 min	0.010586491636671608		test	10 min	0.007092949396569977		test	>10 min	0.10062460300656363		others	0 sec	0.002487825534617828		others	30 sec	0.002805420283717976		others	1 min	0.003123015032818124		others	5 min	0.011909803091255559		others	10 min	0.008839720516620792		others	>10 min	0.08432140588608936				
geomesa	src	0 sec	0.0		src	30 sec	0.0006351894982002964		src	1 min	0.0006881219563836544		src	5 min	0.00269955536735126		src	10 min	0.0012703789964005929		src	>10 min	0.015032818124073682		test	0 sec	5.2932458183358036e-05		test	30 sec	0.0006881219563836544		test	1 min	0.0012703789964005929		test	5 min	0.004234596654668642		test	10 min	0.002646622909167902		test	>10 min	0.030489095913614227		others	0 sec	5.2932458183358036e-05		others	30 sec	0.0017467711200508153		others	1 min	0.00021172983273343214		others	5 min	0.0013762439127673089		others	10 min	0.0008998517891170866		others	>10 min	0.01318018208765615				
spray	src	0 sec	0.004816853694685581		src	30 sec	0.004499258945585433		src	1 min	0.002911285200084692		src	5 min	0.006140165149269532		src	10 min	0.0025407579928011857		src	>10 min	0.028954054626296844		test	0 sec	0.004022866821935211		test	30 sec	0.0035994071564683463		test	1 min	0.0020114334109676054		test	5 min	0.007040016938386619		test	10 min	0.004075799280118569		test	>10 min	0.04615710353588821		others	0 sec	0.0012174465382172347		others	30 sec	0.002858352741901334		others	1 min	0.0008469193309337286		others	5 min	0.003281812407368198		others	10 min	0.0016938386618674571		others	>10 min	0.012968452254922718				
scalatest	src	0 sec	0.006722422189286471		src	30 sec	0.001429176370950667		src	1 min	0.0010057167054838027		src	5 min	0.003070082574634766		src	10 min	0.0038640694473851367		src	>10 min	0.048168536946855814		test	0 sec	0.010904086385771755		test	30 sec	0.0013762439127673089		test	1 min	0.0015879737455007411		test	5 min	0.007410544145670125		test	10 min	0.006034300232902816		test	>10 min	0.09347872115181029		others	0 sec	0.002805420283717976		others	30 sec	0.004869786152868939		others	1 min	0.001640906203684099		others	5 min	0.002646622909167902		others	10 min	0.0016938386618674571		others	>10 min	0.018685157738725387				
summingbird	src	0 sec	0.0004763921236502223		src	30 sec	0.001640906203684099		src	1 min	0.001323311454583951		src	5 min	0.005240313360152445		src	10 min	0.004128731738301927		src	>10 min	0.02514291763709507		test	0 sec	0.0005293245818335803		test	30 sec	0.0011645140800338768		test	1 min	0.0009527842473004446		test	5 min	0.003281812407368198		test	10 min	0.0027524878255346177		test	>10 min	0.026625026466229093		others	0 sec	0.0		others	30 sec	0.0023290281600677537		others	1 min	0.0007939868727503706		others	5 min	0.002911285200084692		others	10 min	0.0016938386618674571		others	>10 min	0.013233114545839508				
adam	src	0 sec	0.005240313360152445		src	30 sec	0.0004763921236502223		src	1 min	0.0005822570400169384		src	5 min	0.0012174465382172347		src	10 min	0.0006351894982002964		src	>10 min	0.01688545416049121		test	0 sec	0.004499258945585433		test	30 sec	0.0007410544145670124		test	1 min	0.0004234596654668643		test	5 min	0.0015879737455007411		test	10 min	0.0014821088291340249		test	>10 min	0.02318441668431082		others	0 sec	0.0019055684946008892		others	30 sec	0.0017467711200508153		others	1 min	0.0010057167054838027		others	5 min	0.0022760957018843953		others	10 min	0.0020643658691509633		others	>10 min	0.02503705272072835				
slick	src	0 sec	0.001429176370950667		src	30 sec	0.0023290281600677537		src	1 min	0.0017997035782341732		src	5 min	0.0037052720728350625		src	10 min	0.0015879737455007411		src	>10 min	0.03636459877196697		test	0 sec	0.0007939868727503706		test	30 sec	0.0009527842473004446		test	1 min	0.0008998517891170866		test	5 min	0.002117298327334321		test	10 min	0.0018526360364175313		test	>10 min	0.03535888206648317		others	0 sec	5.2932458183358036e-05		others	30 sec	0.00010586491636671607		others	1 min	0.0003175947491001482		others	5 min	0.0010586491636671606		others	10 min	0.0005293245818335803		others	>10 min	0.011380478509421978				
framework	src	0 sec	0.0		src	30 sec	0.0		src	1 min	0.0		src	5 min	0.0		src	10 min	0.0		src	>10 min	0.0		test	0 sec	0.0		test	30 sec	5.2932458183358036e-05		test	1 min	0.0003175947491001482		test	5 min	0.0006351894982002964		test	10 min	0.0005822570400169384		test	>10 min	0.007781071352953631		others	0 sec	0.0010057167054838027		others	30 sec	0.00645775989836968		others	1 min	0.004710988778318865		others	5 min	0.021120050815159858		others	10 min	0.011645140800338767		others	>10 min	0.09030277366080881				
zipkin	src	0 sec	0.00021172983273343214		src	30 sec	0.0004763921236502223		src	1 min	0.0004234596654668643		src	5 min	0.0008998517891170866		src	10 min	0.0004763921236502223		src	>10 min	0.007145881854753335		test	0 sec	0.0008469193309337286		test	30 sec	0.0010586491636671606		test	1 min	0.0003175947491001482		test	5 min	0.0008998517891170866		test	10 min	0.0006881219563836544		test	>10 min	0.023502011433410967		others	0 sec	0.00021172983273343214		others	30 sec	0.008575058225704002		others	1 min	0.0007410544145670124		others	5 min	0.003123015032818124		others	10 min	0.002117298327334321		others	>10 min	0.02397840355706119				
shark	src	0 sec	0.002117298327334321		src	30 sec	0.0017467711200508153		src	1 min	0.0006881219563836544		src	5 min	0.0025936904509845436		src	10 min	0.0014821088291340249		src	>10 min	0.019002752487825535		test	0 sec	0.0007939868727503706		test	30 sec	0.001323311454583951		test	1 min	0.0005822570400169384		test	5 min	0.0020643658691509633		test	10 min	0.0012174465382172347		test	>10 min	0.0220728350624603		others	0 sec	5.2932458183358036e-05		others	30 sec	0.0008469193309337286		others	1 min	0.0006351894982002964		others	5 min	0.0019585009527842475		others	10 min	0.0011115816218505187		others	>10 min	0.008257463476603853				
sbt-native-packager	src	0 sec	0.0003175947491001482		src	30 sec	0.0010586491636671606		src	1 min	0.0011645140800338768		src	5 min	0.0029642176582680498		src	10 min	0.0018526360364175313		src	>10 min	0.029536311666313785		test	0 sec	0.00021172983273343214		test	30 sec	0.0003705272072835062		test	1 min	0.00021172983273343214		test	5 min	0.0007939868727503706		test	10 min	0.0006351894982002964		test	>10 min	0.011539275883972052		others	0 sec	0.00010586491636671607		others	30 sec	0.0004763921236502223		others	1 min	0.0005293245818335803		others	5 min	0.0025936904509845436		others	10 min	0.0010057167054838027		others	>10 min	0.01587973745500741				
sbt-remote-control	src	0 sec	0.002858352741901334		src	30 sec	0.0006881219563836544		src	1 min	0.0010586491636671606		src	5 min	0.0035994071564683463		src	10 min	0.0021702307855176795		src	>10 min	0.017679441033241584		test	0 sec	0.001640906203684099		test	30 sec	0.0001587973745500741		test	1 min	0.0005822570400169384		test	5 min	0.0013762439127673089		test	10 min	0.0005293245818335803		test	>10 min	0.00942197755663773		others	0 sec	0.0001587973745500741		others	30 sec	0.00021172983273343214		others	1 min	0.0		others	5 min	0.0009527842473004446		others	10 min	0.0006881219563836544		others	>10 min	0.008998517891170866				
algebird	src	0 sec	0.0007939868727503706		src	30 sec	0.0006881219563836544		src	1 min	0.0007410544145670124		src	5 min	0.003017150116451408		src	10 min	0.0018526360364175313		src	>10 min	0.013868304044039804		test	0 sec	0.0005822570400169384		test	30 sec	0.0005293245818335803		test	1 min	0.0008469193309337286		test	5 min	0.0029642176582680498		test	10 min	0.002646622909167902		test	>10 min	0.03101842049544781		others	0 sec	0.0001587973745500741		others	30 sec	0.0017997035782341732		others	1 min	0.0004763921236502223		others	5 min	0.0025936904509845436		others	10 min	0.001323311454583951		others	>10 min	0.012544992589455854				
